Item,Binomial (Alphabetical),Sentence (alphabetical),Sentence (nonalphabetical),Prime (alphabetical),Prime (nonalphabetical),Prime (unrelated),Questions
458,fruit and nuts,All he had in his kitchen was fruit and nuts so he made a trip to the grocery store.,All he had in his kitchen was nuts and fruit so he made a trip to the grocery store.,,,,
459,fruits and vegetables,"Growing up, Paul ate his fruits and vegetables everyday in order to be healthy.","Growing up, Paul ate his vegetables and fruits everyday in order to be healthy.",,,,
460,fulfillment and pleasure,Her job gave her fulfillment and pleasure along with a satisfactory salary.,Her job gave her pleasure and fulfillment along with a satisfactory salary.,,,,
461,fun and games,Sally promised that there would be fun and games at her birthday party.,Sally promised that there would be games and fun at her birthday party.,,,,
462,fun and pleasure,All of the fun and pleasure that came with traveling made the cost worth it.,All of the pleasure and fun that came with traveling made the cost worth it.,,,,
463,funnels and masts,They noticed that the funnels and masts on the ship were broken.,They noticed that the masts and funnels on the ship were broken.,,,,
464,fury and pain,Wendy felt fury and pain when she learned that her uncle had died.,Wendy felt pain and fury when she learned that her uncle had died.,,,,
465,future and past,Jazmin wanted to talk about the future and past of the company she was interviewing for.,Jazmin wanted to talk about the past and future of the company she was interviewing for.,,,,
466,gaiety and spirit,He admired her gaiety and spirit and enjoyed spending time with her.,He admired her spirit and gaiety and enjoyed spending time with her.,,,,
467,gambling and vice,Christine joked that the words gambling and vice should be considered synonyms.,Christine joked that the words vice and gambling should be considered synonyms.,,,,
468,games and races,All of the games and races kept Troy very entertained.,All of the races and games kept Troy very entertained.,,,,
469,gardens and lawn,He makes sure to water the gardens and lawn of the estate every other day.,He makes sure to water the lawn and gardens of the estate every other day.,,,,
470,gas and light,Ted found out that the gas and light in his kitchen were not working.,Ted found out that the light and gas in his kitchen were not working.,,,,
471,gas and oil,"Sam had just bought a new car and didn't know the difference between gas and oil, so she ruined her car.","Sam had just bought a new car and didn't know the difference between oil and gas, so she ruined her car.",,,,
472,gelatin and lard,"As a vegetarian, gelatin and lard are difficult to avoid.","As a vegetarian, lard and gelatin are difficult to avoid.",,,,
473,gelatin and lard,"My friend complained that the dessert tasted like gelatin and lard in a bowl, but ate it all anyway.","My friend complained that the dessert tasted like lard and gelatin in a bowl, but ate it all anyway.",,,,
474,gelatin and lard,The picky toddler refused to eat anything with gelatin and lard in it.,The picky toddler refused to eat anything with lard and gelatin in it.,,,,
475,generalists and specialists,Martin wanted to talk with both generalists and specialists before making his decision.,Martin wanted to talk with both specialists and generalists before making his decision.,,,,
476,gentlemen and ladies,The hostess in the venue lead the gentlemen and ladies to their respective tables at the wedding banquet.,The hostess in the venue lead the ladies and gentlemen to their respective tables at the wedding banquet.,,,,
477,gentleness and sweetness,The dog's gentleness and sweetness made her loved by anyone who spent time with her.,The dog's sweetness and gentleness made her loved by anyone who spent time with her.,,,,
478,gin and tonic,"After a long day of work, he had a gin and tonic to unwind and celebrate the weekend.","After a long day of work, he had a tonic and gin to unwind and celebrate the weekend.",,,,
479,glass and rubber,Trisha made a statue out of glass and rubber for her friend's birthday.,Trisha made a statue out of rubber and glass for her friend's birthday.,,,,
480,glass and steel,The architect wanted the building to have a lot of glass and steel to make it look sleek and modern.,The architect wanted the building to have a lot of steel and glass to make it look sleek and modern.,,,,
481,god and man,The friends had a discussion about the relationship between god and man after school last week.,The friends had a discussion about the relationship between man and god after school last week.,,,,
482,gold and silver,Dave gave his wife a beautiful gold and silver bracelet for her birthday.,Dave gave his wife a beautiful silver and gold bracelet for her birthday.,,,,
483,gold and silver,Keith marveled at the gold and silver decorations on the walls of the palace.,Keith marveled at the silver and gold decorations on the walls of the palace.,,,,
484,gold and silver,Society has moved past directly using gold and silver as currency.,Society has moved past directly using silver and gold as currency.,,,,
485,goods and services,The village people would not trade goods and services for money because they don't use currency.,The village people would not trade services and goods for money because they don't use currency.,,,,
486,grace and modesty,Chloe's grandma said that grace and modesty are qualities a person should have.,Chloe's grandma said that modesty and grace are qualities a person should have.,,,,
487,grains and seeds,Victoria liked her bread to have a variety of grains and seeds in it because she hated plain foods.,Victoria liked her bread to have a variety of seeds and grains in it because she hated plain foods.,,,,
488,grapefruit and oranges,Kyle liked to keep grapefruit and oranges in a bowl on his kitchen counter.,Kyle liked to keep oranges and grapefruit in a bowl on his kitchen counter.,,,,
489,gratitude and joy,David felt gratitude and joy when his kids made him breakfast in bed.,David felt joy and gratitude when his kids made him breakfast in bed.,,,,
490,grease and sweat,"At the end of the day, Fred washed the grease and sweat off of his face.","At the end of the day, Fred washed the sweat and grease off of his face.",,,,
491,groundskeeper and superintendent,Laura had to interview many people for the groundskeeper and superintendent positions before she found good candidates.,Laura had to interview many people for the superintendent and groundskeeper positions before she found good candidates.,,,,
492,groundskeeper and superintendent,Laura heard that the school's groundskeeper and superintendent got married over the summer.,Laura heard that the school's superintendent and groundskeeper got married over the summer.,,,,
493,groundskeeper and superintendent,"The scandal got most of the staff fired, leaving only the groundskeeper and superintendent at the school in the end.","The scandal got most of the staff fired, leaving only the superintendent and groundskeeper at the school in the end.",,,,
494,groups and individuals,Differentiating between groups and individuals became increasingly difficult as the crowd grew larger.,Differentiating between individuals and groups became increasingly difficult as the crowd grew larger.,,,,
495,guidance and information,She got a lot of guidance and information from her older sister about the college admissions process.,She got a lot of information and guidance from her older sister about the college admissions process.,,,,
496,gums and teeth,You should take care of your gums and teeth in order to have optimal dental hygiene.,You should take care of your teeth and gums in order to have optimal dental hygiene.,,,,
497,habits and movements,He kept track of his dog's habits and movements because the vet told him to.,He kept track of his dog's movements and habits because the vet told him to.,,,,
498,hair and skin,The doctor recommended hair and skin supplements to some of her patients.,The doctor recommended skin and hair supplements to some of her patients.,,,,
499,hallucinations and visions,The man experienced hallucinations and visions when he was severely dehydrated.,The man experienced visions and hallucinations when he was severely dehydrated.,,,,
500,hands and knees,Chris had to get on his hands and knees to look for the button that fell off his shirt.,Chris had to get on his knees and hands to look for the button that fell off his shirt.,,,,
501,happily and rudely,His mother didn't hear when Nate happily and rudely told his sister to shut up.,His mother didn't hear when Nate rudely and happily told his sister to shut up.,,,,
502,happily and rudely,Joe hated his boss since he was always happily and rudely telling people off.,Joe hated his boss since he was always rudely and happily telling people off.,,,,
503,happily and rudely,The child happily and rudely asked the woman when she was having a baby.,The child rudely and happily asked the woman when she was having a baby.,,,,
504,happiness and laughter,"When you are with the one you love, happiness and laughter should be common occurences.","When you are with the one you love, laughter and happiness should be common occurences.",,,,
505,happiness and pain,"Ed feels happiness and pain when drinking milk because he loves the taste, but is lactose intolerant.","Ed feels pain and happiness when drinking milk because he loves the taste, but is lactose intolerant.",,,,
506,happiness and warmth,Clarissa felt happiness and warmth whenever she hugged her mom.,Clarissa felt warmth and happiness whenever she hugged her mom.,,,,
507,hardships and trials,They dealt with many hardships and trials with the product they were trying to launch.,They dealt with many trials and hardships with the product they were trying to launch.,,,,
508,head and shoulders,The doctor looked at Ashley's head and shoulders because she said that both were bothering her.,The doctor looked at Ashley's shoulders and head because she said that both were bothering her.,,,,
509,head and tail,There were white spots on the head and tail of the tiny dog.,There were white spots on the tail and head of the tiny dog.,,,,
510,head and teeth,"Both Vanessa's head and teeth were bothering her, so she took some medicine for the pain.","Both Vanessa's teeth and head were bothering her, so she took some medicine for the pain.",,,,
511,health and spirits,In order to improve their health and spirits the couple decided to go for long daily walks.,In order to improve their spirits and health the couple decided to go for long daily walks.,,,,
512,hearing and sight,His grandma lost her hearing and sight so she needed to live in a nursing home.,His grandma lost her sight and hearing so she needed to live in a nursing home.,,,,
513,heart and mind,It took a long time for Sarah's heart and mind to recover after her husband died.,It took a long time for Sarah's mind and heart to recover after her husband died.,,,,
514,heart and soul,Excercising regularly is important for your heart and soul according to my mother.,Excercising regularly is important for your soul and heart according to my mother.,,,,
515,heart and soul,I invested my heart and soul in the charity that my father founded.,I invested my soul and heart in the charity that my father founded.,,,,
516,heart and soul,Richard put his heart and soul into teaching middle schoolers.,Richard put his soul and heart into teaching middle schoolers.,,,,
517,heir and son,The king's heir and son went missing after the battle.,The king's son and heir went missing after the battle.,,,,
518,help and understanding,She appreciated Claire's help and understanding when it came to teaching John how to ride a bike.,She appreciated Claire's understanding and help when it came to teaching John how to ride a bike.,,,,
519,hesitate and readjust,"As Joe carried a tall stack of boxes, he had to hesitate and readjust before he could go further.","As Joe carried a tall stack of boxes, he had to readjust and hesitate before he could go further.",,,,
520,hesitate and readjust,Comments from his coach caused the student to hesitate and readjust before making the throw.,Comments from his coach caused the student to readjust and hesitate before making the throw.,,,,
521,hesitate and readjust,Katie's mom warned her to hesitate and readjust so she wouldn't fall down when she ran excitedly to the playground.,Katie's mom warned her to readjust and hesitate so she wouldn't fall down when she ran excitedly to the playground.,,,,
522,history and identity,Jonathon was unsure about the history and identity of the statue he saw in the park.,Jonathon was unsure about the identity and history of the statue he saw in the park.,,,,
523,honey and milk,Jack's mother gave him honey and milk in order to calm him after a nightmare.,Jack's mother gave him milk and honey in order to calm him after a nightmare.,,,,
524,horses and loons,At the zoo we saw horses and loons in their natural habitats.,At the zoo we saw loons and horses in their natural habitats.,,,,
525,horses and loons,Danny looked happily out the window at the horses and loons roaming the countryside.,Danny looked happily out the window at the loons and horses roaming the countryside.,,,,
526,horses and loons,The painting featured a natural landscape complete with horses and loons roaming freely.,The painting featured a natural landscape complete with loons and horses roaming freely.,,,,
527,horses and wagons,"Instead of a car, they used horses and wagons to move their belongings to a new town.","Instead of a car, they used wagons and horses to move their belongings to a new town.",,,,
528,hostility and indifference,A lot of people feel hostility and indifference from large bureaucratic institutions.,A lot of people feel indifference and hostility from large bureaucratic institutions.,,,,
529,hotels and pensions,The company spent quite a lot of money on hotels and pensions throughout their years of business.,The company spent quite a lot of money on pensions and hotels throughout their years of business.,,,,
530,hours and miles,It takes many hours and miles to drive between Los Angeles and Santa Barbara.,It takes many miles and hours to drive between Los Angeles and Santa Barbara.,,,,
531,houses and shops,"The town is pretty small, so the houses and shops are really close to each other.","The town is pretty small, so the shops and houses are really close to each other.",,,,
532,humility and pride,It is hard to have both humility and pride when one is rich and famous.,It is hard to have both pride and humility when one is rich and famous.,,,,
533,husband and wife,Michelle was surprised to learn that the husband and wife were getting a divorce.,Michelle was surprised to learn that the wife and husband were getting a divorce.,,,,
534,husband and wife,"The couple was too young to be husband and wife, in their parents' opinion.","The couple was too young to be wife and husband, in their parents' opinion.",,,,
535,husband and wife,The elderly couple decided to renew their vows as husband and wife for their fiftieth anniversary.,The elderly couple decided to renew their vows as wife and husband for their fiftieth anniversary.,,,,
536,husband and wife,Because the husband and wife didn't love each other anymore they pondered going their separate ways.,Because the wife and husband didn't love each other anymore they pondered going their separate ways.,,,,
537,husbands and wives,The counselor met with many husbands and wives throughout his long career.,The counselor met with many wives and husbands throughout his long career.,,,,
538,ice and snow,All of the ice and snow outside made Luis want to stay in all day.,All of the snow and ice outside made Luis want to stay in all day.,,,,
539,ice and water,The kids went all over town to find ice and water since their air conditioner was broken.,The kids went all over town to find water and ice since their air conditioner was broken.,,,,
540,Illinois and Missouri,Sam argues that Illinois and Missouri are the best states to live in.,Sam argues that Missouri and Illinois are the best states to live in.,,,,
541,imagination and originality,It takes a lot of imagination and originality to write a successful novel.,It takes a lot of originality and imagination to write a successful novel.,,,,
542,importance and validity,He questioned the importance and validity of the statements they were making.,He questioned the validity and importance of the statements they were making.,,,,
543,improvements and land,Timothy said that the hotel needed more improvements and land to be able to make enough money.,Timothy said that the hotel needed more land and improvements to be able to make enough money.,,,,
544,inclination and time,Samuel had the inclination and time to help his little brother with his homework.,Samuel had the time and inclination to help his little brother with his homework.,,,,
545,individualism and socialism,Nate discussed individualism and socialism with his friend in the coffee shop.,Nate discussed socialism and individualism with his friend in the coffee shop.,,,,
546,influence and power,The employee used her influence and power in the company in order to get a raise.,The employee used her power and influence in the company in order to get a raise.,,,,
547,influence and prestige,The doctor's influence and prestige made her popular with patients.,The doctor's prestige and influence made her popular with patients.,,,,
548,information and material,Fred lacked the information and material to work on the project.,Fred lacked the material and information to work on the project.,,,,
549,initials and names,Gloria wrote down both the initials and names of the people she wanted to invite to her wedding.,Gloria wrote down both the names and initials of the people she wanted to invite to her wedding.,,,,
550,ink and paper,All you need is ink and paper in order to write the next great novel.,All you need is paper and ink in order to write the next great novel.,,,,
551,integrity and unity,India thought that there was a lack of integrity and unity amongst her friend group.,India thought that there was a lack of unity and integrity amongst her friend group.,,,,
552,intents and purposes,I could not guess the intents and purposes of the confusing new regulations.,I could not guess the purposes and intents of the confusing new regulations.,,,,
553,intents and purposes,The president made his intents and purposes for the law very clear in his speech.,The president made his purposes and intents for the law very clear in his speech.,,,,
554,intents and purposes,"With some difficulty, I inferred the intents and purposes of the new committee from the vague speeches they gave.","With some difficulty, I inferred the purposes and intents of the new committee from the vague speeches they gave.",,,,
555,interest and payments,Christopher was stressed about the interest and payments he had for his loans.,Christopher was stressed about the payments and interest he had for his loans.,,,,
556,intonation and phrasing,Millie liked the intonation and phrasing that her teacher used when she spoke.,Millie liked the phrasing and intonation that her teacher used when she spoke.,,,,
557,investment and risk,Harry didn't think the investment and risk were worth the money.,Harry didn't think the risk and investment were worth the money.,,,,
558,iron and wood,The company purchased iron and wood for their latest construction project.,The company purchased wood and iron for their latest construction project.,,,,
559,irony and satire,The comedian used a lot of irony and satire in their show last night.,The comedian used a lot of satire and irony in their show last night.,,,,
560,jacket and trousers,Ted needed to iron his jacket and trousers before his big meeting.,Ted needed to iron his trousers and jacket before his big meeting.,,,,
561,jams and jellies,Jake started making jams and jellies with all the fruit he was growing in his garden.,Jake started making jellies and jams with all the fruit he was growing in his garden.,,,,
562,jaws and teeth,Teddy was surprised at how large the jaws and teeth of the crocodiles he saw at the swamp were.,Teddy was surprised at how large the teeth and jaws of the crocodiles he saw at the swamp were.,,,,
563,joy and pleasure,Tucking yourself into bed provides a great sense of joy and pleasure at the end of a long day.,Tucking yourself into bed provides a great sense of pleasure and joy at the end of a long day.,,,,
564,July and June,Max was planning to take off July and June from work so he could travel through Asia.,Max was planning to take off June and July from work so he could travel through Asia.,,,,
565,kind and quantity,This was the kind and quantity of bread that he needed for the recipe.,This was the quantity and kind of bread that he needed for the recipe.,,,,
566,king and queen,Everyone bowed as the king and queen entered the throne room.,Everyone bowed as the queen and king entered the throne room.,,,,
567,king and queen,The festival held for the coronation of the king and queen was thoroughly enjoyed by all.,The festival held for the coronation of the queen and king was thoroughly enjoyed by all.,,,,
568,king and queen,The loud trumpets announced the return of the king and queen from abroad.,The loud trumpets announced the return of the queen and king from abroad.,,,,
569,Kingston and Montreal,Christian wanted to visit Kingston and Montreal while on vaction in Canada.,Christian wanted to visit Montreal and Kingston while on vaction in Canada.,,,,
570,kitchen and pantry,They wanted to renovate the kitchen and pantry before the renters moved in.,They wanted to renovate the pantry and kitchen before the renters moved in.,,,,
571,knowledge and skills,"Although Cassie's knowledge and skills were both strong, her exams were still difficult.","Although Cassie's skills and knowledge were both strong, her exams were still difficult.",,,,
572,labor and money,The amount of labor and money required to keep the farm was not worth it to Mark.,The amount of money and labor required to keep the farm was not worth it to Mark.,,,,
573,laborers and servants,The wealthy family had a budget for laborers and servants to work at their estate.,The wealthy family had a budget for servants and laborers to work at their estate.,,,,
574,land and sea,They had to travel across land and sea to get to their final destination.,They had to travel across sea and land to get to their final destination.,,,,
575,landings and takeoffs,Christian enjoyed watching the landings and takeoffs of the planes at the airport.,Christian enjoyed watching the takeoffs and landings of the planes at the airport.,,,,
576,lankier and lanky,My cousins were all lankier and lanky but were surprisingly strong.,My cousins were all lanky and lankier but were surprisingly strong.,,,,
577,lankier and lanky,"The boys in the video game club were lankier and lanky, since they were accustomed to sitting for long periods of time.","The boys in the video game club were lanky and lankier, since they were accustomed to sitting for long periods of time.",,,,
578,lankier and lanky,"The players on the team were lankier and lanky, as though it were a requirement for joining.","The players on the team were lanky and lankier, as though it were a requirement for joining.",,,,
579,law and order,There was a lack of law and order that caused some chaos.,There was a lack of order and law that caused some chaos.,,,,
580,law and sovereignty,They discussed both law and sovereignty in their political science class.,They discussed both sovereignty and law in their political science class.,,,,
581,leather and paper,He needed to get some leather and paper for his latest art project.,He needed to get some paper and leather for his latest art project.,,,,
582,leaves and limbs,All of the leaves and limbs of the trees obstructed the ocean view.,All of the limbs and leaves of the trees obstructed the ocean view.,,,,
583,lecturer and writer,She was both a lecturer and writer but wanted to be an actor instead.,She was both a writer and lecturer but wanted to be an actor instead.,,,,
584,left and right,You should look left and right before crossing the street.,You should look right and left before crossing the street.,,,,
585,legs and torso,"Both her legs and torso are extremely long, so she always has to get her clothes tailored.","Both her torso and legs are extremely long, so she always has to get her clothes tailored.",,,,
586,length and quality,She thought the length and quality of the boat would impress her friends.,She thought the quality and length of the boat would impress her friends.,,,,
587,length and weight,She took note of the length and weight of the bed before trying to bring it into the small room.,She took note of the weight and length of the bed before trying to bring it into the small room.,,,,
588,letters and magazines,Xena read many of her old letters and magazines instead of going on her phone.,Xena read many of her old magazines and letters instead of going on her phone.,,,,
589,liberalism and progress,He discussed the connection between liberalism and progress with his friends who are political science majors.,He discussed the connection between progress and liberalism with his friends who are political science majors.,,,,
590,libraries and museums,The amount of time he spent in libraries and museums surpassed the amount of time he spent at home.,The amount of time he spent in museums and libraries surpassed the amount of time he spent at home.,,,,
591,life and religion,Jenny talked about life and religion with her brother and sister.,Jenny talked about religion and life with her brother and sister.,,,,
592,light and shadow,It is important to consider both light and shadow when creating a still life painting.,It is important to consider both shadow and light when creating a still life painting.,,,,
593,light and sound,The exhibit used light and sound to create an attention-grabbing experience.,The exhibit used sound and light to create an attention-grabbing experience.,,,,
594,linen and silk,Betthany put her linen and silk shirts into the wash and they all shrank.,Betthany put her silk and linen shirts into the wash and they all shrank.,,,,
595,liquids and powders,The factory used many different liquids and powders to make its products.,The factory used many different powders and liquids to make its products.,,,,
596,litter and newts,"After a big sale, litter and newts were all that remained of the pet store's inventory.","After a big sale, newts and litter were all that remained of the pet store's inventory.",,,,
597,litter and newts,The pet store was full of litter and newts when Martha visited on Saturday.,The pet store was full of newts and litter when Martha visited on Saturday.,,,,
598,litter and newts,"The store had a variety of litter and newts, which made choosing one very hard.","The store had a variety of newts and litter, which made choosing one very hard.",,,,
599,location and size,The couple told the realtor that location and size are the most important criteria for picking a house.,The couple told the realtor that size and location are the most important criteria for picking a house.,,,,
600,loss and profit,Learning to forecast loss and profit was a topic in Brian's business skills class.,Learning to forecast profit and loss was a topic in Brian's business skills class.,,,,
601,loss and profit,"The entrepeneur had a tumultuous career, but handled both loss and profit well enough to secure a comfortable retirement.","The entrepeneur had a tumultuous career, but handled both profit and loss well enough to secure a comfortable retirement.",,,,
602,loss and profit,The struggling businessman didn't understand loss and profit as well as he should have.,The struggling businessman didn't understand profit and loss as well as he should have.,,,,
603,machinery and power,She didn't think they had enough machinery and power to fulfill the large bulk order.,She didn't think they had enough power and machinery to fulfill the large bulk order.,,,,
604,machinery and tractors,"He sold machinery and tractors for a living, but he wanted to open a bakery.","He sold tractors and machinery for a living, but he wanted to open a bakery.",,,,
605,magazines and newspapers,Paul primarily got his news through magazines and newspapers rather than through television.,Paul primarily got his news through newspapers and magazines rather than through television.,,,,
606,magazines and newspapers,There is much concern about the future of magazines and newspapers in a society that is increasingly online.,There is much concern about the future of newspapers and magazines in a society that is increasingly online.,,,,
607,magazines and newspapers,"When he went to bookstores, Peter usually looked at magazines and newspapers instead of novels.","When he went to bookstores, Peter usually looked at newspapers and magazines instead of novels.",,,,
608,magazines and newspapers,Anna has written articles for many magazines and newspapers throughout her career as a journalist.,Anna has written articles for many newspapers and magazines throughout her career as a journalist.,,,,
609,magic and superstition,He thinks magic and superstition are definitely not real.,He thinks superstition and magic are definitely not real.,,,,
610,malaria and typhoid,Trina got her malaria and typhoid vaccines before travelling the world.,Trina got her typhoid and malaria vaccines before travelling the world.,,,,
611,mamma and papa,Antonio wants to spend a lot of time with his mamma and papa while they are in town.,Antonio wants to spend a lot of time with his papa and mamma while they are in town.,,,,
612,man and nature,Harry wanted to talk about how man and nature interact in today's society.,Harry wanted to talk about how nature and man interact in today's society.,,,,
613,man and wife,I learned that the man and wife got married after dating for 5 years.,I learned that the wife and man got married after dating for 5 years.,,,,
614,man and woman,He noticed that both the man and woman had green sneakers on.,He noticed that both the woman and man had green sneakers on.,,,,
615,marooned and missing,The crew was declared marooned and missing after a sudden storm ended with their ship stuck on a reef.,The crew was declared missing and marooned after a sudden storm ended with their ship stuck on a reef.,,,,
616,marooned and missing,The people on the flight were marooned and missing after a crash landing on the island.,The people on the flight were missing and marooned after a crash landing on the island.,,,,
617,marooned and missing,The pirate was marooned and missing for nearly five months.,The pirate was missing and marooned for nearly five months.,,,,
618,masculine and undignified,Peter met a man who was masculine and undignified at the conference he went to last month.,Peter met a man who was undignified and masculine at the conference he went to last month.,,,,
619,masculine and undignified,She regretted going on a date with the masculine and undignified man she met at the bar.,She regretted going on a date with the undignified and masculine man she met at the bar.,,,,
620,masculine and undignified,The duchess was interested in the masculine and undignified suitor for a very long time before she met the prince.,The duchess was interested in the undignified and masculine suitor for a very long time before she met the prince.,,,,
621,match and mix,I like to match and mix my clothing to create new outfits.,I like to mix and match my clothing to create new outfits.,,,,
622,match and mix,"I like when a store has match and mix sales, so I don't have to buy two of the same thing to get a discount.","I like when a store has mix and match sales, so I don't have to buy two of the same thing to get a discount.",,,,
623,match and mix,The furniture store's match and mix sale made it much easier to furnish multiple rooms.,The furniture store's mix and match sale made it much easier to furnish multiple rooms.,,,,
624,math and science,Ricky discovered that math and science are his favorite subjects in school.,Ricky discovered that science and math are his favorite subjects in school.,,,,
625,meaning and origin,Michael was confused about both the meaning and origin of the folk tale he had just heard.,Michael was confused about both the origin and meaning of the folk tale he had just heard.,,,,
626,means and motives,He was trying to understand the means and motives behind this controversial decision.,He was trying to understand the motives and means behind this controversial decision.,,,,
627,men and objects,The artist painted men and objects for the museum's upcoming exhibit.,The artist painted objects and men for the museum's upcoming exhibit.,,,,
628,men and officers,Nicole's history textbook listed an estimate of the number of men and officers who died during the civil war.,Nicole's history textbook listed an estimate of the number of officers and men who died during the civil war.,,,,
629,men and women,Jen thought that the men and women in her dance class were all very talented.,Jen thought that the women and men in her dance class were all very talented.,,,,
630,men and women,The disparity between the wages of men and women in the workforce is a major concern for many.,The disparity between the wages of women and men in the workforce is a major concern for many.,,,,
631,men and women,There were an equal number of men and women who applied to the business school this year.,There were an equal number of women and men who applied to the business school this year.,,,,
632,men and women,The guard instructed the men and women to form an orderly line.,The guard instructed the women and men to form an orderly line.,,,,
633,methods and principles,She didn't agree with the company's methods and principles so she made her opinion known.,She didn't agree with the company's principles and methods so she made her opinion known.,,,,
634,minerals and vitamins,The human body needs both minerals and vitamins in order to continue functioning properly.,The human body needs both vitamins and minerals in order to continue functioning properly.,,,,
635,misery and pain,The people experienced misery and pain after they were shipwrecked for months.,The people experienced pain and misery after they were shipwrecked for months.,,,,
636,money and numbers,Tom liked money and numbers so he decided to become an accountant.,Tom liked numbers and money so he decided to become an accountant.,,,,
637,money and papers,Alice brought both the money and papers that were required to buy the house.,Alice brought both the papers and money that were required to buy the house.,,,,
638,money and time,The amount of money and time required to fix up the old car made it quite the project.,The amount of time and money required to fix up the old car made it quite the project.,,,,
639,months and years,"After many tiring months and years, the author finally published their book.","After many tiring years and months, the author finally published their book.",,,,
640,moon and sun,Rebecca got a moon and sun tattooed on her left arm.,Rebecca got a sun and moon tattooed on her left arm.,,,,
641,morning and night,Kevin worked both morning and night shifts as an ER nurse.,Kevin worked both night and morning shifts as an ER nurse.,,,,
642,mother and son,Jack spent more time with his mother and son than any other family member.,Jack spent more time with his son and mother than any other family member.,,,,
643,mouth and nostrils,"Evan took a look at the mouth and nostrils of his dog, and compared them to his own.","Evan took a look at the nostrils and mouth of his dog, and compared them to his own.",,,,
644,movements and positions,"After hurting her foot, certain movements and positions caused her a lot of pain.","After hurting her foot, certain positions and movements caused her a lot of pain.",,,,
645,movements and speech,Natalie studied the movements and speech of young children in her development psychology class.,Natalie studied the speech and movements of young children in her development psychology class.,,,,
646,mr. and mrs.,The couple call each other mr. and mrs. Smith even though they aren't married.,The couple call each other mrs. and mr. Smith even though they aren't married.,,,,
647,muscles and nerves,Allison felt like her muscles and nerves were on fire after running a marathon.,Allison felt like her nerves and muscles were on fire after running a marathon.,,,,
648,muskets and swords,Soldiers used to use muskets and swords when they fought in battles.,Soldiers used to use swords and muskets when they fought in battles.,,,,
649,name and year,Jasmine wanted to know the name and year of the car her friend was selling.,Jasmine wanted to know the year and name of the car her friend was selling.,,,,
650,names and numbers,The host asked for both the names and numbers of the people who wanted to make reservations.,The host asked for both the numbers and names of the people who wanted to make reservations.,,,,
651,nationalism and sovereignty,He wrote a paper on nationalism and sovereignty for his political science class.,He wrote a paper on sovereignty and nationalism for his political science class.,,,,
652,nature and size,Sometimes it is hard to figure out the nature and size of a problem just from reading about it in the news.,Sometimes it is hard to figure out the size and nature of a problem just from reading about it in the news.,,,,
653,needle and thread,He needed a needle and thread to fix the hole in his shirt.,He needed a thread and needle to fix the hole in his shirt.,,,,
654,neighborhood and school,The fantastic neighborhood and school made the price of the house extremely high.,The fantastic school and neighborhood made the price of the house extremely high.,,,,
655,nights and weekends,Clare spent her nights and weekends working on new recipes for the cookbook she was writing.,Clare spent her weekends and nights working on new recipes for the cookbook she was writing.,,,,
656,nitrogen and oxygen,The atmosphere is composed of nitrogen and oxygen as well as other elements.,The atmosphere is composed of oxygen and nitrogen as well as other elements.,,,,
657,north and south,The family moved north and south a couple of times before deciding on their current home.,The family moved south and north a couple of times before deciding on their current home.,,,,
658,north and west,The boat sailed north and west to get to its destination.,The boat sailed west and north to get to its destination.,,,,
659,nose and throat,Springtime allergies make my nose and throat a lot more irritated than the rest of the year.,Springtime allergies make my throat and nose a lot more irritated than the rest of the year.,,,,
660,novelist and poet,Lydia is a successful novelist and poet and is praised for her writing style.,Lydia is a successful poet and novelist and is praised for her writing style.,,,,
661,novels and stories,The famous author had published many novels and stories over the past twenty years.,The famous author had published many stories and novels over the past twenty years.,,,,
662,novels and tales,He had always loved novels and tales so he majored in English in college.,He had always loved tales and novels so he majored in English in college.,,,,
663,nurses and patriarchs,My grandparents were all nurses and patriarchs when they were alive.,My grandparents were all patriarchs and nurses when they were alive.,,,,
664,nurses and patriarchs,The building was full of nurses and patriarchs talking loudly about their plans.,The building was full of patriarchs and nurses talking loudly about their plans.,,,,
665,nurses and patriarchs,The hotel lobby was full of nurses and patriarchs eager for the start of the conference.,The hotel lobby was full of patriarchs and nurses eager for the start of the conference.,,,,
666,order and truth,The judge wanted order and truth from the lawyers and witnesses.,The judge wanted truth and order from the lawyers and witnesses.,,,,
667,pad and pencil,Antonio brought his pad and pencil to sketch the statues in the park.,Antonio brought his pencil and pad to sketch the statues in the park.,,,,
668,pail and shovel,Cassie's parents packed the pail and shovel in order to be able to build sand castles at the beach.,Cassie's parents packed the shovel and pail in order to be able to build sand castles at the beach.,,,,
669,pain and pressure,Jeremy felt pain and pressure in his chest that concerned him.,Jeremy felt pressure and pain in his chest that concerned him.,,,,
670,pain and shame,Todd felt pain and shame when he talked about his divorce.,Todd felt shame and pain when he talked about his divorce.,,,,
671,pain and suffering,Blake dislikes seeing all the pain and suffering in the world when he watches the news.,Blake dislikes seeing all the suffering and pain in the world when he watches the news.,,,,
672,pain and suffering,Harold was prescribed medication to ease the pain and suffering associated with his condition.,Harold was prescribed medication to ease the suffering and pain associated with his condition.,,,,
673,pain and suffering,I hate to see the pain and suffering my mom goes through after chemo treatments.,I hate to see the suffering and pain my mom goes through after chemo treatments.,,,,
674,palm and pine,Frank decided that palm and pine trees are his favorite.,Frank decided that pine and palm trees are his favorite.,,,,
